date|description|images|title
2016-06-15 (20:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_62_54_60_05_6254600589', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_62_54_60_05_6254600589_1']|II RP 5 złotych 1930 Sztandar st. 2
2016-06-15 (20:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_62_54_57_79_6254577908', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_62_54_57_79_6254577908_1']|II RP 5 złotych 1930 Sztandar st. 2
2016-05-09 (14:05)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_61_61_36_34_6161363431', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_61_61_36_34_6161363431_1']|Polska II RP 5 złotych 1930 Sztandar st. 3
2016-04-30 (20:04)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_61_40_57_73_6140577355', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_61_40_57_73_6140577355_1']|Polska II RP 5 złotych 1930 Sztandar st.3
2016-04-26 (20:04)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_61_37_86_28_6137862820', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_61_37_86_28_6137862820_1']|Polska II RP 5 złotych 1930 Sztandar st.3+
2016-04-18 (20:04)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_61_19_28_75_6119287533', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_61_19_28_75_6119287533_1']|Polska II RP 5 złotych 1930 Sztandar st.3
2016-03-01 (14:03)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_60_09_91_24_6009912402', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_60_09_91_24_6009912402_1']|Polska II RP 5 złotych 1930 Sztandar st.3
2016-02-15 (12:02)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_59_76_31_11_5976311171', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_59_76_31_11_5976311171_1']|Polska II RP 5 złotych 1930 Sztandar st.2
2016-01-18 (21:01)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_59_11_45_62_5911456209', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_59_11_45_62_5911456209_1']|Polska II RP 5 złotych 1930 Sztandar st.3+
2015-11-26 (22:11)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_58_08_55_41_5808554160', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_58_08_55_41_5808554160_1']|Polska II RP 5 złotych 1930 Sztandar st. 2-
2015-11-23 (20:11)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_58_01_84_97_5801849729', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_58_01_84_97_5801849729_1']|Polska II RP 10 złotych 1930 Sztandar st. 3/3+
2015-11-07 (22:11)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_57_66_58_30_5766583030', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_57_66_58_30_5766583030_1']|Polska 5 złotych 1930 Sztandar st. 3+
2015-11-02 (16:11)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_57_55_29_90_5755299075', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_57_55_29_90_5755299075_1']|Polska II RP 5 złotych 1930 Sztandar st.3
2015-10-03|Jedna z najrzadszych obiegowych monet okresu II RP.\Piękny menniczy egzemplarz z intensywnym połyskiem menniczym.\Parchimowicz 115 b\Stan zachowania MS 62\Waga . Srebro\Średnica .|['https://archiwum.niemczyk.pl/images/auction/orginal/300%20(2).jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/300a%20(2).jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/300b%20(1).jpg']|ll RP. 5 złotych 1930, Sztandar, stempel głęboki, srebro, NGC MS62
2015-09-20 (20:09)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_56_71_74_50_5671745031', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_56_71_74_50_5671745031_1', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_56_71_74_50_5671745031_2']|Polska II RP 5 złotych 1930 Sztandar GŁĘBOKI st. 2
2015-09-20 (20:09)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_56_71_74_33_5671743373', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_56_71_74_33_5671743373_1']|Polska II RP 5 złotych 1930 Sztandar st. 2
2015-09-03 (19:09)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_56_30_73_45_5630734513', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_56_30_73_45_5630734513_1']|Polska II RP 5 złotych 1930 Sztandar st.3+
2015-08-17 (21:08)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_55_98_06_65_5598066586', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_55_98_06_65_5598066586_1']|Polska II RP 5 złotych 1930 Sztandar st.3+/2-
2015-08-17 (21:08)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_55_98_06_35_5598063595', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_55_98_06_35_5598063595_1']|Polska II RP 5 złotych 1930 Sztandar st.3+
2015-08-11 (15:08)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_55_85_96_01_5585960106', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_55_85_96_01_5585960106_1']|Polska II RP 5 złotych 1930 sztandar st.3
2015-06-29 (20:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_54_68_07_60_5468076063', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_54_68_07_60_5468076063_1']|Polska II RP 5 złotych 1930 sztandar st.3+
2015-06-22 (21:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_54_55_23_53_5455235395', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_54_55_23_53_5455235395_1']|Polska II RP 5 złotych 1930 sztandar st.2
2015-06-10 (18:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_54_19_28_41_5419284149', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_54_19_28_41_5419284149_1']|Polska II RP 5 złotych 1930 sztandar st.5-
2015-06-09 (14:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_54_15_42_75_5415427599', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_54_15_42_75_5415427599_1']|Polska II RP 5 złotych 1930 Sztandar st.2/2-
2015-06-09 (12:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_54_15_24_37_5415243782', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_54_15_24_37_5415243782_1']|Polska II RP 5 złotych 1930 sztandar st.3
2015-05-23|Druga najwyższa nota gradingowa (NGC MS64).\Wspaniały połysk menniczy, idealny stan zachowania.\Parchimowicz 115 a\Stan zachowania MS64\Waga Ag\Średnica 31,0 mm|['https://archiwum.niemczyk.pl/images/auction/orginal/332%20(1).jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/332a%20(1).jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/332c.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/332b%20(1).jpg']|II RP 5 złotych 1930, Sztandar, stempel płytki, NGC MS 64
2015-05-23|Moneta bita stemplem głębokim.\Jedna z najrzadszych monet II RP.\Bardzo rzadko spotykana w takim stanie zachowania.\Egzemplarz w menniczym stanie zachowania, z naturalną, seledynową patyną.\Parchimowicz 115 b\Stan zachowania MS63\Waga - Ag\Średnica 32,0 mm|['https://archiwum.niemczyk.pl/images/auction/orginal/333%20(1).jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/333a%20(1).jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/333c%20(1).jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/333b%20(1).jpg']|II RP 5 złotych 1930, Sztandar, stempel głęboki, NGC MS63
2015-05-10 (14:05)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_53_14_56_72_5314567211', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_53_14_56_72_5314567211_1']|Polska 5 złotych 1930 Sztandar st. 3-
2015-05-07 (12:05)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_53_14_23_91_5314239159', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_53_14_23_91_5314239159_1']|Polska II RP 5 złotych 1930 sztandar st.3+
2015-05-07 (12:05)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_53_14_23_69_5314236911', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_53_14_23_69_5314236911_1']|Polska II RP 5 złotych 1930 sztandar st.3+
2015-04-20 (14:04)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_52_55_75_96_5255759673', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_52_55_75_96_5255759673_1']|Polska II RP 5 złotych 1930 Sztandar st.2/2-
2015-03-23 (20:03)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_51_83_81_28_5183812813', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_51_83_81_28_5183812813_1', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_51_83_81_28_5183812813_2']|5 złotych 1930, Sztandar stempel płytki NGC MS61
2015-03-11 (15:03)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_51_47_26_10_5147261096', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_51_47_26_10_5147261096_1']|Polska II RP 5 złotych 1930 Sztandar st.3+
2015-03-11 (14:03)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_51_47_02_90_5147029053', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_51_47_02_90_5147029053_1']|Polska 5 złotych 1930 Sztandar st. 3/3+
2015-03-07 (19:03)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_51_27_86_22_5127862215', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_51_27_86_22_5127862215_1']|Polska II RP 5 złotych 1930 sztandar st.3+
2015-02-18 (18:02)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_50_83_10_74_5083107413', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_50_83_10_74_5083107413_1']|Polska II RP 5 złotych 1930 Sztandar st.3+
2015-01-06 (16:01)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_49_27_28_20_4927282056', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_49_27_28_20_4927282056_1']|Polska II RP 5 złotych 1930 Sztandar st.3+
2015-01-05 (15:01)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_49_23_97_61_4923976185', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_49_23_97_61_4923976185_1']|II RP 5 złotych 1930 Sztandar st. 2+
2015-01-05 (15:01)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_49_23_97_50_4923975057', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_49_23_97_50_4923975057_1']|II RP 5 złotych 1930 Sztandar st. 3+
2015-01-05 (15:01)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_49_23_97_39_4923973918', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_49_23_97_39_4923973918_1']|II RP 5 złotych 1930 Sztandar st. 3/3+
2015-01-05 (15:01)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_49_23_96_28_4923962870', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_49_23_96_28_4923962870_1']|II RP 5 złotych 1930 Sztandar st. 3
2014-12-16 (19:12)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_48_83_22_92_4883229206', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_48_83_22_92_4883229206_1', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_48_83_22_92_4883229206_2', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_48_83_22_92_4883229206_3', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_48_83_22_92_4883229206_4']|II RP 5 złotych 1930 SZTANDAR GŁĘBOKI st 3+/2-
2014-12-16 (16:12)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_48_82_62_20_4882622037', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_48_82_62_20_4882622037_1']|II RP 5 złotych 1930 Sztandar st. 3-/3
2014-12-16 (16:12)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_48_82_62_06_4882620609', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_48_82_62_06_4882620609_1']|II RP 5 złotych 1930 Sztandar st. 3+/2-
2014-12-16 (16:12)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_48_82_61_93_4882619393', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_48_82_61_93_4882619393_1']|II RP 5 złotych 1930 Sztandar st. 2/2+
2014-12-16 (16:12)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_48_82_61_82_4882618218', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_48_82_61_82_4882618218_1']|II RP 5 złotych 1930 Sztandar st. 2-
2014-12-12 (20:12)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_48_70_59_12_4870591286', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_48_70_59_12_4870591286_1']|Polska II RP 5 złotych 1930 sztandar st. 2
2014-11-27 (20:11)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_48_18_63_19_4818631941', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_48_18_63_19_4818631941_1', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_48_18_63_19_4818631941_2', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_48_18_63_19_4818631941_3']|Polska II RP 5 złotych 1930 SZTANDAR GŁĘBOKI st.3+
2014-10-25|  Jedna z najrzadszych monet obiegowych II RP, tzw. sztandar głęboki.\\Patyna. Świeża odbitka ze stempla.\Parchimowicz 115 b\\Stan zachowania 2\Waga 17,74 g Ag\Średnica 33,0 mm|['https://archiwum.niemczyk.pl/images/auction/orginal/3669305.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/6172305a.jpg']|II RP. 5 złotych 1930, Sztandar, stempel głęboki, srebro
2014-10-25|  Druga najwyższa nota gradingowa (NGC MS64).\\Pięknie zachowany egzemplarz.\Parchimowicz 115 a\\Stan zachowania MS64\Waga Ag\Średnica 33,0 mm|['https://archiwum.niemczyk.pl/images/auction/orginal/9913304.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/2167304a.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/6669304b.jpg']|II RP. 5 złotych 1930, Sztandar, stempel płytki, srebro, NGC MS64
2014-10-23 (20:10)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_47_07_76_62_4707766290', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_47_07_76_62_4707766290_1', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_47_07_76_62_4707766290_2']|II RP 5 złotych 1930 Sztandar st. zwykły PCGS MS62
2014-10-14 (21:10)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_46_85_81_64_4685816468', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_46_85_81_64_4685816468_1', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_46_85_81_64_4685816468_2']|Polska II RP 5 złotych 1930 Sztandar NGC MS63
2014-10-08 (17:10)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_46_60_39_86_4660398606', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_46_60_39_86_4660398606_1']|Polska II RP 5 złotych 1930 Sztandar st. 3
2014-10-03 (14:10)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_46_44_78_34_4644783447', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_46_44_78_34_4644783447_1']|Polska II RP 5 złotych 1930 Sztandar st. 3
2014-10-01 (10:10)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_46_37_40_33_4637403380', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_46_37_40_33_4637403380_1', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_46_37_40_33_4637403380_2']|Polska II RP 5 złotych 1930 Sztandar GŁĘBOKI st.3+
2014-09-29 (11:09)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_46_30_97_32_4630973280', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_46_30_97_32_4630973280_1']|Polska II RP 5 złotych Sztandar 1930 st. 3-
2014-09-22 (15:09)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_46_10_16_40_4610164096', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_46_10_16_40_4610164096_1']|Polska II RP 5 złotych 1930 Sztandar st.3+
2014-09-05 (10:09)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_45_58_88_56_4558885629', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_45_58_88_56_4558885629_1']|Polska II RP 5 złotych 1930 Sztandar st.3+
2014-06-12 (17:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_43_07_39_89_4307398958', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_43_07_39_89_4307398958_1']|Polska II RP 5 złotych 1930 Głęboki Sztandar st.3+
2014-06-09 (16:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_42_97_87_45_4297874519', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_42_97_87_45_4297874519_1']|Polska II RP 5 złotych Sztandar 1930 st. 3-
2014-06-09 (16:06)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_42_97_85_24_4297852456', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_42_97_85_24_4297852456_1']|Polska II RP 5 złotych Sztandar 1930 st. 3
2014-05-21 (14:05)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_42_40_73_04_4240730417', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_42_40_73_04_4240730417_1']|Polska II RP 5 złotych 1930 Sztandar st.2
2014-05-21 (14:05)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_42_40_72_77_4240727723', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_42_40_72_77_4240727723_1']|Polska II RP 5 złotych 1930 Sztandar st.3
2014-05-08 (17:05)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_41_94_75_04_4194750476', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_41_94_75_04_4194750476_1']|Polska II RP 5 złotych 1930 Sztandar st.1
2014-04-08 (13:04)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_41_14_34_25_4114342577', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_41_14_34_25_4114342577_1']|Polska II RP 5 złotych 1930 Sztandar st. 3-
2014-04-08 (13:04)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_41_14_33_82_4114338263', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_41_14_33_82_4114338263_1']|Polska II RP 5 złotych 1930 Sztandar st. 3
2014-03-28 (15:03)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_40_71_43_99_4071439926', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_40_71_43_99_4071439926_1']|Polska II RP 5 złotych 1930 sztandar st.2+
2014-03-27 (18:03)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_40_78_21_59_4078215909', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_40_78_21_59_4078215909_1', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_40_78_21_59_4078215909_2']|Polska II RP 5 złotych 1930 sztandar GCN AU53
2014-03-25 (18:03)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_40_71_99_22_4071992299', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_40_71_99_22_4071992299_1']|Polska II RP 5 złotych 1930 sztandar st.3+
2014-02-21 (13:02)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_39_75_98_70_3975987023', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_39_75_98_70_3975987023_1']|Polska II RP 5 złotych 1930 sztandar st.3
2014-02-07 (16:02)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_39_35_54_97_3935549704', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_39_35_54_97_3935549704_1']|Polska II RP 5 złotych 1930 sztandar st.3
2014-02-07 (11:02)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_39_34_67_41_3934674185', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_39_34_67_41_3934674185_1']|Polska II RP 5 złotych 1930 Sztandar st.2-/3+
2014-02-07 (11:02)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_39_34_65_21_3934652155', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_39_34_65_21_3934652155_1']|Polska II RP 5 złotych 1930 Sztandar st.3-
2014-01-29 (15:01)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_39_09_53_15_3909531506', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_39_09_53_15_3909531506_1']|Polska 5 złotych 1930 sztandar st.3-
2014-01-09 (16:01)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_38_50_64_82_3850648234', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_38_50_64_82_3850648234_1']|Polska II RP 5 złotych 1930 sztandar st. 3
2014-01-06 (11:01)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_38_23_45_27_3823452793', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_38_23_45_27_3823452793_1']|Polska II RP 5 złotych 1930 Sztandar st. 3
2014-01-03 (14:01)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_38_16_35_93_3816359339', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_38_16_35_93_3816359339_1']|Polska II RP 5 złotych 1930 Sztandar st. 3
2014-01-02 (14:01)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_38_13_54_91_3813549136', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_38_13_54_91_3813549136_1']|Polska II RP 5 złotych 1930 sztandar st.3
2013-12-28 (11:12)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_38_10_29_19_3810291987', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_38_10_29_19_3810291987_1']|Polska II RP 5 złotych 1930 sztandar st. 3+
2013-12-04 (13:12)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_37_50_38_17_3750381746', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_37_50_38_17_3750381746_1']|Polska II RP 5 złotych 1930 sztandar st.3+
2013-10-19|Rzadka moneta, tzw. sztandar głęboki. Najwyższa nota gradingowa PCGS. Znane są tylko trzy egzemplarze w tym stanie zachowania (MS64). Wyśmienity stan zachowania.\\Parchimowicz 115 b\\Stan zachowania PCGS MS64\Waga Ag\Średnica 33 mm|['https://archiwum.niemczyk.pl/images/auction/orginal/461.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/461a.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/461b.jpg', 'https://archiwum.niemczyk.pl/images/auction/orginal/5674468.jpg']|II RP. 5 złotych 1930 Sztandar, PCGS MS64, stempel głęboki, srebro
2013-10-08 (14:10)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_35_93_95_62_3593956235', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_35_93_95_62_3593956235_1', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_35_93_95_62_3593956235_2']|Polska II RP 5 złotych 1930 Sztandar NGC AU58
2013-07-29 (16:07)||['https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_34_17_68_13_3417681311', 'https://archiwum.niemczyk.pl/images/old/img08_allegroimg_pl_photos_oryginal_34_17_68_13_3417681311_1']|Polska 5 złotych 1930 sztandar st. 3+
